ut,作者,题名,刊名,年,卷,期,issn,页码,单位,论文类型,影响因子,大类分区,二级单位,作者,备注
,"Zhang, YW; Li, SA; Hu, ZY",Improved multi-scale kernel principal component analysis and its application for fault detection,CHEMICAL ENGINEERING RESEARCH & DESIGN,2012,90,9,0263-8762,,"Northeastern Univ, Minist Educ, Key Lab Integrated Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,1.927,3区,信息,张颖伟,
,"Wu, ZQ; Kwong, CK; Tang, JF; Chan, JWK",Integrated model for software component selection with simultaneous consideration of implementation and verification,COMPUTERS & OPERATIONS RESEARCH,2012,39,12,0305-0548,,"Northeastern Univ, State Key Lab Integrated Automat Proc Ind, Dept Syst Engn, Shenyang 110004, Peoples R China",Article,1.909,3区,信息,唐加福,
,"Zhang, YW; Ma, C",Decentralized fault diagnosis using multiblock kernel independent component analysis,CHEMICAL ENGINEERING RESEARCH & DESIGN,2012,90,5,0263-8762,,"Northeastern Univ, State Key Lab Synth Automat Proc Ind, Shenyang 110004, Liaoning, Peoples R China",Article,1.927,3区,信息,张颖伟,
,"Zhang, YW; Chai, TY; Li, ZM; Yang, CY",Modeling and Monitoring of Dynamic Processes,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,2012,23,2,2162-237X,,"Northeastern Univ, State Key Lab Synth Automat Proc Ind, Shenyang 110819, Peoples R China",Article,3.766,2区,信息,张颖伟,
,"Zhao, J; Hill, DJ; Liu, T",Global Bounded Synchronization of General Dynamical Networks With Nonidentical Nodes,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2012,57,10,0018-9286,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Coll Informat Sci & Engn, Shenyang 110819, Peoples R China",Article,2.718,2区,信息,赵军,
,"Zhang, YW; Li, S; Hu, ZY; Song, CH",Dynamical process monitoring using dynamical hierarchical kernel partial least squares,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2012,118,,0169-7439,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Liaoning, Peoples R China",Article,2.291,2区,信息,张颖伟,
,"Zhang, YW; Li, S; Teng, YD",Dynamic processes monitoring using recursive kernel principal component analysis,CHEMICAL ENGINEERING SCIENCE,2012,72,,0009-2509,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Liaoning, Peoples R China",Article,2.386,2区,信息,张颖伟,
,"Niu, B; Zhao, J",Robust H-infinity control for a class of switched nonlinear cascade systems via multiple Lyapunov functions approach,APPLIED MATHEMATICS AND COMPUTATION,2012,218,11,0096-3003,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,1.349,2区,信息,赵军,
,"He, X; Zhao, J",Parameter-dependent H-infinity filter design for LPV systems and an autopilot application,APPLIED MATHEMATICS AND COMPUTATION,2012,218,9,0096-3003,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,1.349,2区,信息,赵军,
,"Liu, YY; Zhao, J",Generalized Output Synchronization of Dynamical Networks Using Output Quasi-Passivity,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS I-REGULAR PAPERS,2012,59,6,1549-8328,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,2.24,2区,信息,赵军,
,"Niu, B; Zhao, J",Robust H-infinity Control of Uncertain Nonlinear Switched Systems using Constructive Method,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2012,10,3,1598-6446,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,0.953,4区,信息,赵军,
,"Dong, X; Zhao, J",Solvability of the output regulation problem for switched non-linear systems,IET CONTROL THEORY AND APPLICATIONS,2012,6,8,1751-8644,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,1.717,3区,信息,赵军,
,"Long, LJ; Zhao, J",H-infinity Control of Switched Nonlinear Systems in p-Normal Form Using Multiple Lyapunov Functions,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,2012,57,5,0018-9286,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,2.718,2区,信息,赵军,
,"Dong, XX; Zhao, J",Incremental passivity and output tracking of switched nonlinear systems,INTERNATIONAL JOURNAL OF CONTROL,2012,85,10,0020-7179,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,1.008,4区,信息,赵军,
,"Su, QY; Zhao, J",H-infinity control for a class of discrete-time switched systems with state constraints,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART I-JOURNAL OF SYSTEMS AND CONTROL ENGINEERING,2012,226,I10,0959-6518,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,0.667,4区,信息,赵军,
,"Su, QY; Zhao, J",Stabilization of a class of switched systems with state constraints,NONLINEAR DYNAMICS,2012,70,2,0924-090X,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,3.009,1区,信息,赵军,
,"Liu, YY; Zhao, J",Stabilization of switched nonlinear systems with passive and non-passive subsystems,NONLINEAR DYNAMICS,2012,67,3,0924-090X,,"Northeastern Univ, State Key Lab Synthet Automat Proc Ind, Shenyang 110819, Peoples R China",Article,3.009,1区,信息,赵军,
,"Wang, S; Chang, YQ; Zhao, Z; Wang, FL",Multi-Phase MPCA Modeling and Application Based on an Improved Phase Separation Method,INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,2012,10,6,1598-6446,,"Northeastern Univ, Key Lab Integrated Automat Proc Ind, Shenyang 110819, Peoples R China",Article,0.953,4区,信息,王姝,
,"Lv, W; Mao, ZZ; Yuan, P",Ladle Furnace Steel Temperature Prediction Model Based on Partial Linear Regularization Networks with Sparse Representation,STEEL RESEARCH INTERNATIONAL,2012,83,3,1611-3683,,"Northeastern Univ, Informat Sci & Engn Coll, Shenyang 110004, Peoples R China",Article,0.493,4区,信息,毛志忠,
,"Li, L; Mao, ZZ",A direct adaptive controller for EAF electrode regulator system using neural networks,NEUROCOMPUTING,2012,82,,0925-2312,,"Northeastern Univ, Informat Sci & Engn Sch, Shenyang 110819, Peoples R China",Article,1.634,3区,信息,毛志忠,
,"Wang, YJ; Jia, MX; Mao, ZZ",Weak fault monitoring method for batch process based on multi-model SDKPCA,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2012,118,,0169-7439,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,2.291,2区,信息,贾明兴,
,"Wang, FL; Tan, S; Peng, J; Chang, YQ",Process monitoring based on mode identification for multi-mode process with transitions,CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2012,110,1,0169-7439,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,2.291,2区,信息,王福利,
,"Zhang, SN; Wang, FL; He, DK; Jia, RD",Real-time product quality control for batch processes based on stacked least-squares support vector regression models,COMPUTERS & CHEMICAL ENGINEERING,2012,36,,0098-1354,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,2.091,3区,信息,王福利,
,"Tan, S; Wang, FL; Peng, J; Chang, YQ; Wang, S",Multimode Process Monitoring Based on Mode Identification,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,2012,51,1,0888-5885,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,2.206,3区,信息,谭帅,
,"Zhang, SN; Wang, FL; He, DK; Jia, RD",Batch-to-batch control of particle size distribution in cobalt oxalate synthesis process based on hybrid model,POWDER TECHNOLOGY,2012,224,,0032-5910,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,2.024,3区,信息,王福利,
,"Lang, J",Image encryption based on the reality-preserving multiple-parameter fractional Fourier transform and chaos permutation,OPTICS AND LASERS IN ENGINEERING,2012,50,7,0143-8166,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning Provin, Peoples R China",Article,1.916,3区,信息,郎俊,
,"Lu, W; Mao, ZZ; Yuan, P",Ladle Furnace Liquid Steel Temperature Prediction Model Based on Optimally Pruned Bagging,JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2012,19,12,1006-706X,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.292,4区,信息,毛志忠,
,"Shen, M; Yang, GH",New analysis and synthesis conditions for continuous Markov jump linear systems with partly known transition probabilities,IET CONTROL THEORY AND APPLICATIONS,2012,6,14,1751-8644,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.717,3区,信息,杨光红,
,"Zhang, Y; Cui, QP; Shao, FQ; Wang, JS; Zhao, HY",Influence of Air-Knife Wiping on Coating Thickness in Hot-Dip Galvanizing,JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2012,19,6,1006-706X,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,0.292,4区,信息,邵富群,
,"Dong, HY; Huang, M; Ip, WH; Wang, XW",Improved variable neighbourhood search for integrated tundish planning in primary steelmaking processes,INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,2012,50,20,0020-7543,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.46,3区,信息,黄敏,
,"Zhao, SM; Mei, GH; Sun, J; Yang, W; Xie, Z",Estimation of Effective Diffusion Coefficient of Gaseous Species in MgO-C Refractories by Shrinking Core Model,ISIJ INTERNATIONAL,2012,52,7,0915-1559,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.147,3区,信息,梅国晖,
,"Liu, YY; Yang, GH",Sampled-data H-infinity control for networked control systems with digital control inputs,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,9,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.305,3区,信息,杨光红,
,"Li, XJ; Yang, GH",Fault detection filter design for stochastic time-delay systems with sensor faults,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,8,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.305,3区,信息,杨光红,
,"Li, XJ; Yang, GH",Dynamic output feedback control synthesis for stochastic time-delay systems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,3,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.305,3区,信息,杨光红,
,"Guo, XG; Yang, GH",Delay-dependent reliable H-infinity filtering for sector-bounded nonlinear continuous-time systems with time-varying state delays and sensor failures,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,1,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.305,3区,信息,杨光红,
,"Wang, BT; Wang, GR; Li, JJ; Wang, BA",Update strategy based on region classification using ELM for mobile object index,SOFT COMPUTING,2012,16,9,1432-7643,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.124,4区,信息,王波涛,
,"Lang, J",Image encryption based on the reality-preserving multiple-parameter fractional Fourier transform,OPTICS COMMUNICATIONS,2012,285,10-11,0030-4018,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.438,3区,信息,郎俊,
,"Shen, MQ; Yang, GH",H2 filter design for discrete-time Markov jump linear systems with partly unknown transition probabilities,OPTIMAL CONTROL APPLICATIONS & METHODS,2012,33,3,0143-2087,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.062,4区,信息,杨光红,
,"Lang, J",A no-key-exchange secure image sharing scheme based on Shamir's three-pass cryptography protocol and the multiple-parameter fractional Fourier transform,OPTICS EXPRESS,2012,20,3,1094-4087,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,3.546,2区,信息,郎俊,
,"Li, XJ; Yang, GH",Fault detection for linear stochastic systems with sensor stuck faults,OPTIMAL CONTROL APPLICATIONS & METHODS,2012,33,1,0143-2087,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Liaoning, Peoples R China",Article,1.062,4区,信息,杨光红,
,"Lin, SK; Wang, Y; Wang, J; Guo, TZ; Qiao, JZ",Frequent 2-Episode Mining with Minimal Occurrences Based on Episode Matrix and Lock State,CHINESE JOURNAL OF ELECTRONICS,2012,21,4,1022-4653,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.265,4区,信息,乔建忠,
,"Dong, XM; Li, SS",Secure Data Aggregation Approach Based on Monitoring in Wireless Sensor Networks,CHINA COMMUNICATIONS,2012,9,6,1673-5447,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.464,4区,信息,董晓梅,
,"Yang, DS; Liu, ZW; Zhao, Y; Liu, ZB",Exponential networked synchronization of master-slave chaotic systems with time-varying communication topologies,CHINESE PHYSICS B,2012,21,4,1674-1056,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.148,4区,信息,杨东升,
,"Cheng, H; Yang, SX; Wang, XW",IMMIGRANTS-ENHANCED MULTI-POPULATION GENETIC ALGORITHMS FOR DYNAMIC SHORTEST PATH ROUTING PROBLEMS IN MOBILE AD HOC NETWORKS,APPLIED ARTIFICIAL INTELLIGENCE,2012,26,7,0883-9514,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.475,4区,信息,王兴伟,
,"Wang, HM; Yang, GH",Piecewise controller design for affine fuzzy systems via dilated linear matrix inequality characterizations,ISA TRANSACTIONS,2012,51,6,0019-0578,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.626,2区,信息,杨光红,
,"Zhao, Y; Zhang, YN; Wu, D; Wang, Q",Wideband Slow Light With Large Group Index and Low Dispersion in Slotted Photonic Crystal Waveguide,JOURNAL OF LIGHTWAVE TECHNOLOGY,2012,30,17,0733-8724,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,2.555,2区,信息,赵勇,
,"Wang, L; Yung, NHC",Three-Dimensional Model-Based Human Detection in Crowded Scenes,IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,2012,13,2,1524-9050,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.064,1区,信息,王璐,
,"Zhang, XN; Yang, GH",Performance analysis for multi-delay systems in finite frequency domains,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,2012,22,8,1049-8923,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.9,3区,信息,杨光红,
,"Wu, G; Yang, MD",Improving SPARQL query performance with algebraic expression tree based caching and entity caching,JOURNAL OF ZHEJIANG UNIVERSITY-SCIENCE C-COMPUTERS & ELECTRONICS,2012,13,4,1869-1951,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.297,4区,信息,吴刚,
,"Cao, N; Zhang, HG; Luo, YH; Feng, DZ",Infinite horizon optimal control of affine nonlinear discrete switched systems using two-stage approximate dynamic programming,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,9,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.305,3区,信息,张化光,
,"Wang, HF; Yang, SX; Ip, WH; Wang, DW",A memetic particle swarm optimisation algorithm for dynamic multi-modal optimisation problems,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,7,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.305,3区,信息,王洪峰,
,"Shen, MQ; Yang, GH",H-2 state feedback controller design for continuous Markov jump linear systems with partly known information,INTERNATIONAL JOURNAL OF SYSTEMS SCIENCE,2012,43,4,0020-7721,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.305,3区,信息,杨光红,
,"Li, JL; Yang, GH",Adaptive actuator failure accommodation for linear systems with parameter uncertainties,IET CONTROL THEORY AND APPLICATIONS,2012,6,2,1751-8644,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,1.717,3区,信息,杨光红,
,"Liu, LL; Yang, SX; Wang, DW",Force-imitated particle swarm optimization using the near-neighbor effect for locating multiple optima,INFORMATION SCIENCES,2012,182,1,0020-0255,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,3.643,1区,信息,汪定伟,
,"Hou, WG; Guo, L; Gong, XX; Liu, YJ",Dynamic hybrid grooming based on power efficiency in green IP over WDM networks,PHOTONIC NETWORK COMMUNICATIONS,2012,23,3,1387-974X,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.448,4区,信息,郭磊,
,"Zhao, Y; Zhang, YY; Wang, Q; Lv, RQ",Photonic Crystal Fibers Bragg Grating Filled Magnetic Fluid for Magnetic Fields Sensing,SENSOR LETTERS,2012,10,1-2,1546-198X,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110004, Peoples R China",Article,0.517,4区,信息,赵勇,
,"Gao, XW; Gao, SZ; Wang, JS",Soft-Sensor Modeling of Polyvinyl Chloride Polymerizing Process,JOURNAL OF CHEMICAL ENGINEERING OF JAPAN,2012,45,3,0021-9592,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110189, Peoples R China",Article,0.616,4区,信息,高宪文,
,"Li, J; Zhao, J",OBSERVER-BASED RELIABLE CONTROL FOR DISCRETE-TIME SWITCHED LINEAR SYSTEMS WITH FAULTY ACTUATORS,ASIAN JOURNAL OF CONTROL,2012,14,6,1561-8625,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,1.411,3区,信息,赵军,
,"Hou, WG; Guo, L; Wei, XT; Gong, XX",Multi-granularity and robust grooming in power- and port-cost-efficient IP over WDM networks,,2012,56,10,1389-1286,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,1.231,3区,信息,郭磊,
,"Ning, ZL; Guo, L; Peng, YH; Wang, XJ",Joint scheduling and routing algorithm with load balancing in wireless mesh network,COMPUTERS & ELECTRICAL ENGINEERING,2012,38,3,0045-7906,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,0.928,4区,信息,郭磊,
,"Geng, R; Guo, L; Wang, XW",A new adaptive MAC protocol with QoS support based on IEEE 802.11 in ad hoc networks,COMPUTERS & ELECTRICAL ENGINEERING,2012,38,3,0045-7906,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,0.928,4区,信息,耿蓉,
,"Ma, ZM; Yan, L; Zhang, F",Modeling fuzzy information in UML class diagrams and object-oriented database models,FUZZY SETS AND SYSTEMS,2012,186,1,0165-0114,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,1.749,2区,信息,马宗民,
,"Zu, LY; Meng, HJ; Xie, Z",A Compensation Model of Continuous Temperature Measurement for Molten Steel in Tundish,JOURNAL OF IRON AND STEEL RESEARCH INTERNATIONAL,2012,19,7,1006-706X,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,0.292,4区,信息,孟红纪,
,"Wang, GR; Xin, JC; Chen, L; Liu, YH",Energy-Efficient Reverse Skyline Query Processing over Wireless Sensor Networks,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,2012,24,7,1041-4347,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,1.892,3区,信息,王国仁,
,"Yan, L; Ma, ZM",Incorporating fuzzy information into the formal mapping from web data model to extended entity-relationship model,INTEGRATED COMPUTER-AIDED ENGINEERING,2012,19,4,1069-2509,,"Northeastern Univ, Coll Informat Sci & Engn, Shenyang 110819, Liaoning, Peoples R China",Article,3.37,2区,信息,马宗民,
